id,First_pokemon,Second_pokemon,Winner
29084,474,609,474
29085,326,446,446
29086,187,442,442
29087,85,59,59
29088,318,767,767
29089,675,139,139
29090,520,119,520
29091,417,458,417
29092,31,268,31
29093,528,691,691
29094,519,502,519
29095,622,612,612
29096,320,664,320
29097,218,143,143
29098,449,155,155
29099,756,565,565
29100,259,256,259
29101,418,409,418
29102,602,473,473
29103,455,431,431
29104,35,420,420
29105,444,260,444
29106,158,121,121
29107,150,297,150
29108,240,442,442
29109,311,677,677
29110,307,414,414
29111,211,1,1
29112,1,43,43
29113,82,7,7
29114,569,237,569
29115,199,708,708
29116,355,411,355
29117,484,196,484
29118,281,397,397
29119,86,594,594
29120,135,208,135
29121,237,176,176
29122,433,791,791
29123,727,472,727
29124,754,179,179
29125,591,378,591
29126,341,381,341
29127,107,581,581
29128,211,414,414
29129,228,335,228
29130,676,56,676
29131,513,740,513
29132,372,135,135
29133,112,465,465
29134,128,436,128
29135,102,366,102
29136,749,513,513
29137,592,609,592
29138,731,788,731
29139,609,482,482
29140,171,221,171
29141,688,156,688
29142,53,651,53
29143,346,94,94
29144,38,209,209
29145,348,56,56
29146,79,424,424
29147,178,470,178
29148,343,246,343
29149,628,309,628
29150,558,292,558
29151,279,714,714
29152,210,750,750
29153,86,601,601
29154,365,321,365
29155,56,50,50
29156,387,447,387
29157,557,727,727
29158,586,692,692
29159,102,781,102
29160,214,149,214
29161,169,212,212
29162,656,40,40
29163,779,217,217
29164,334,613,613
29165,762,771,771
29166,251,435,435
29167,288,560,288
29168,541,223,541
29169,632,128,632
29170,793,575,793
29171,59,100,100
29172,662,316,316
29173,153,501,153
29174,334,605,334
29175,668,615,615
29176,367,674,674
29177,461,407,407
29178,204,63,63
29179,515,186,186
29180,87,447,87
29181,38,40,40
29182,149,631,631
29183,300,404,300
29184,786,643,786
29185,313,606,606
29186,293,286,286
29187,217,350,350
29188,201,9,9
29189,486,464,464
29190,602,245,245
29191,676,70,676
29192,521,398,398
29193,605,590,590
29194,64,482,64
29195,108,99,108
29196,353,405,405
29197,361,362,362
29198,760,408,760
29199,132,551,551
29200,581,738,581
29201,388,181,181
29202,19,45,19
29203,413,347,413
29204,330,153,153
29205,437,388,437
29206,283,444,444
29207,483,770,483
29208,577,407,407
29209,639,61,61
29210,98,438,438
29211,522,27,522
29212,297,497,497
29213,32,529,32
29214,172,360,172
29215,269,25,25
29216,646,215,646
29217,573,98,573
29218,409,127,409
29219,272,560,272
29220,442,641,442
29221,265,166,166
29222,498,133,133
29223,431,617,431
29224,609,233,233
29225,649,641,649
29226,261,288,288
29227,155,564,155
29228,695,797,797
29229,298,692,692
29230,624,599,624
29231,617,386,617
29232,259,414,414
29233,348,172,172
29234,354,252,252
29235,529,521,521
29236,253,668,253
29237,494,682,682
29238,161,363,161
29239,518,638,518
29240,190,36,36
29241,82,358,358
29242,222,644,222
29243,708,248,248
29244,413,266,413
29245,449,71,71
29246,272,570,570
29247,153,799,799
29248,544,2,544
29249,321,362,362
29250,303,638,638
29251,171,313,313
29252,16,254,254
29253,766,445,766
29254,248,638,248
29255,217,719,217
29256,449,190,449
29257,724,169,724
29258,572,658,658
29259,242,739,242
29260,221,100,221
29261,182,787,787
29262,319,159,159
29263,512,233,233
29264,44,505,44
29265,117,327,327
29266,384,334,384
29267,298,2,2
29268,738,225,225
29269,159,201,159
29270,484,413,413
29271,55,254,55
29272,726,113,726
29273,705,60,705
29274,138,483,138
29275,530,122,122
29276,32,538,32
29277,738,576,576
29278,189,127,127
29279,184,120,120
29280,281,61,61
29281,303,261,261
29282,743,251,743
29283,700,654,654
29284,432,797,432
29285,152,526,526
29286,249,31,249
29287,767,73,767
29288,483,242,483
29289,532,650,650
29290,216,335,216
29291,317,43,43
29292,702,545,702
29293,403,642,642
29294,658,353,353
29295,282,491,282
29296,395,141,141
29297,549,217,549
29298,148,647,647
29299,306,340,340
29300,673,163,163
29301,190,32,32
29302,549,159,549
29303,799,27,799
29304,216,643,643
29305,457,77,77
29306,304,386,386
29307,302,19,302
29308,150,734,150
29309,384,140,140
29310,614,334,614
29311,8,586,586
29312,30,431,431
29313,178,99,99
29314,310,670,670
29315,272,789,272
29316,718,429,429
29317,274,380,274
29318,93,453,93
29319,645,265,265
29320,176,155,155
29321,180,308,308
29322,333,358,358
29323,387,658,658
29324,267,509,509
29325,237,705,705
29326,735,772,772
29327,432,352,432
29328,525,190,525
29329,324,520,520
29330,102,587,102
29331,121,285,121
29332,167,106,106
29333,468,504,504
29334,122,62,62
29335,651,182,651
29336,523,416,523
29337,781,373,373
29338,354,82,354
29339,681,366,366
29340,229,469,469
29341,268,696,268
29342,405,716,716
29343,6,220,6
29344,141,789,141
29345,258,98,258
29346,503,45,503
29347,198,20,20
29348,358,606,606
29349,208,778,778
29350,434,87,434
29351,161,644,161
29352,779,508,508
29353,381,739,739
29354,545,607,607
29355,610,296,610
29356,214,648,648
29357,749,788,788
29358,645,631,631
29359,638,722,638
29360,369,505,505
29361,584,175,175
29362,611,609,611
29363,739,767,739
29364,348,19,19
29365,640,39,39
29366,182,461,461
29367,654,364,364
29368,351,587,587
29369,752,119,119
29370,224,21,21
29371,72,518,72
29372,47,350,350
29373,43,546,546
29374,575,191,575
29375,57,714,57
29376,661,366,366
29377,266,692,692
29378,288,211,288
29379,641,119,119
29380,582,773,773
29381,114,597,597
29382,490,308,490
29383,370,367,367
29384,529,198,198
29385,359,197,359
29386,234,299,234
29387,280,466,280
29388,769,397,397
29389,540,717,717
29390,127,352,127
29391,295,109,109
29392,786,487,786
29393,448,159,159
29394,245,40,245
29395,607,397,397
29396,268,60,268
29397,683,194,683
29398,625,134,134
29399,622,719,622
29400,584,495,495
29401,345,288,288
29402,129,298,129
29403,232,23,23
29404,541,744,541
29405,561,76,561
29406,15,724,724
29407,617,579,617
29408,125,93,93
29409,127,117,127
29410,286,290,286
29411,648,391,648
29412,740,440,740
29413,303,191,303
29414,532,723,723
29415,166,324,166
29416,328,708,708
29417,412,203,203
29418,426,413,426
29419,127,570,570
29420,589,726,726
29421,126,363,363
29422,190,666,666
29423,629,354,629
29424,132,76,76
29425,336,327,336
29426,57,653,653
29427,768,253,768
29428,541,616,616
29429,297,147,147
29430,664,528,528
29431,609,383,383
29432,799,549,549
29433,779,360,779
29434,30,728,30
29435,434,487,434
29436,770,501,770
29437,206,756,206
29438,254,281,254
29439,462,386,462
29440,158,651,651
29441,710,554,554
29442,614,148,614
29443,527,313,313
29444,354,275,354
29445,483,6,6
29446,53,800,800
29447,404,348,348
29448,459,21,21
29449,403,163,163
29450,397,685,685
29451,367,730,367
29452,779,652,779
29453,405,279,279
29454,684,119,119
29455,136,382,136
29456,388,321,388
29457,521,796,521
29458,216,600,600
29459,249,51,249
29460,187,533,533
29461,635,48,635
29462,383,185,383
29463,620,469,620
29464,680,719,719
29465,314,700,700
29466,764,350,350
29467,638,507,507
29468,128,262,128
29469,671,225,225
29470,681,794,794
29471,700,230,700
29472,41,327,327
29473,463,668,463
29474,743,369,369
29475,394,703,394
29476,364,756,756
29477,499,443,499
29478,106,47,106
29479,160,510,160
29480,308,754,754
29481,388,670,388
29482,539,157,157
29483,162,497,162
29484,773,626,773
29485,622,82,622
29486,741,289,741
29487,336,743,336
29488,442,39,39
29489,722,278,722
29490,538,410,410
29491,225,514,514
29492,498,150,498
29493,193,719,193
29494,727,590,727
29495,692,383,383
29496,185,230,230
29497,105,534,534
29498,300,69,69
29499,429,369,429
29500,212,247,247
29501,28,140,28
29502,222,736,736
29503,379,127,127
29504,133,415,133
29505,167,471,167
29506,124,221,124
29507,16,654,16
29508,53,368,368
29509,572,325,572
29510,233,329,233
29511,38,668,38
29512,290,544,544
29513,648,394,394
29514,594,27,27
29515,431,375,431
29516,260,206,206
29517,713,606,606
29518,302,336,302
29519,431,268,431
29520,45,510,510
29521,2,693,693
29522,224,48,48
29523,683,772,772
29524,50,768,768
29525,636,631,631
29526,178,127,127
29527,222,599,599
29528,360,81,81
29529,416,89,416
29530,189,20,20
29531,721,9,9
29532,678,631,631
29533,396,794,794
29534,527,5,527
29535,344,551,551
29536,762,417,417
29537,376,670,670
29538,507,769,507
29539,118,517,517
29540,75,407,75
29541,445,104,104
29542,767,281,767
29543,650,526,526
29544,311,387,311
29545,283,517,283
29546,200,687,687
29547,720,587,587
29548,445,686,686
29549,22,244,244
29550,691,660,660
29551,734,53,53
29552,61,28,28
29553,505,267,505
29554,577,191,191
29555,48,115,48
29556,125,28,28
29557,518,230,518
29558,375,467,467
29559,307,391,307
29560,433,68,68
29561,770,276,276
29562,422,354,422
29563,613,531,531
29564,61,517,61
29565,529,786,786
29566,14,570,570
29567,154,219,154
29568,736,244,244
29569,141,263,263
29570,76,677,677
29571,708,416,708
29572,260,771,260
29573,264,789,264
29574,79,141,141
29575,44,233,44
29576,761,707,707
29577,347,254,254
29578,383,124,124
29579,509,199,509
29580,699,25,699
29581,695,333,333
29582,681,80,80
29583,591,334,334
29584,701,441,701
29585,356,482,356
29586,366,248,248
29587,467,271,467
29588,596,477,477
29589,591,114,591
29590,382,120,120
29591,13,356,13
29592,400,88,400
29593,392,56,56
29594,40,588,588
29595,195,716,716
29596,400,416,416
29597,299,603,603
29598,163,132,163
29599,741,121,741
29600,376,241,376
29601,123,607,607
29602,682,28,682
29603,300,265,265
29604,11,784,11
29605,293,346,293
29606,656,327,327
29607,101,157,101
29608,645,709,709
29609,715,680,715
29610,794,418,418
29611,204,714,714
29612,163,470,163
29613,566,208,566
29614,54,8,8
29615,363,670,670
29616,334,715,715
29617,91,7,7
29618,512,511,511
29619,470,305,305
29620,412,432,432
29621,647,523,647
29622,89,151,151
29623,430,728,430
29624,622,303,303
29625,703,746,703
29626,675,22,22
29627,295,241,295
29628,621,411,621
29629,525,768,525
29630,495,604,495
29631,186,360,186
29632,25,638,25
29633,26,629,629
29634,161,771,771
29635,637,193,193
29636,398,402,398
29637,34,505,505
29638,622,333,622
29639,713,123,713
29640,765,576,576
29641,396,211,396
29642,189,83,83
29643,373,482,373
29644,523,731,731
29645,229,82,229
29646,228,490,490
29647,82,143,143
29648,420,676,420
29649,87,356,87
29650,120,403,403
29651,402,321,402
29652,667,49,49
29653,55,73,55
29654,230,168,230
29655,784,36,36
29656,194,504,504
29657,162,743,162
29658,68,245,245
29659,635,231,635
29660,294,634,634
29661,519,778,519
29662,675,500,675
29663,137,733,137
29664,684,19,19
29665,795,363,795
29666,318,111,111
29667,334,384,384
29668,401,186,186
29669,696,393,393
29670,521,493,521
29671,94,1,1
29672,48,60,48
29673,698,215,698
29674,112,797,797
29675,486,104,486
29676,601,425,425
29677,248,449,248
29678,196,70,70
29679,168,118,168
29680,8,583,583
29681,708,566,708
29682,334,199,334
29683,258,723,723
29684,779,237,779
29685,363,4,4
29686,314,290,314
29687,532,319,319
29688,117,792,792
29689,137,660,137
29690,376,540,540
29691,19,379,19
29692,288,670,670
29693,673,139,139
29694,155,548,155
29695,385,791,791
29696,664,594,664
29697,186,790,186
29698,107,155,155
29699,698,696,698
29700,528,372,528
29701,514,71,71
29702,181,765,181
29703,766,34,34
29704,370,607,370
29705,106,788,106
29706,471,387,387
29707,298,286,286
29708,778,762,778
29709,438,746,438
29710,241,130,130
29711,718,380,718
29712,559,98,559
29713,728,563,563
29714,101,448,101
29715,394,189,394
29716,452,323,452
29717,575,633,633
29718,171,600,600
29719,158,16,158
29720,254,287,254
29721,531,51,531
29722,174,640,174
29723,468,408,408
29724,276,388,276
29725,401,262,401
29726,659,432,432
29727,404,747,747
29728,328,74,74
29729,449,131,131
29730,81,498,498
29731,519,520,519
29732,474,508,508
29733,572,698,572
29734,366,169,169
29735,611,205,205
29736,646,642,646
29737,623,799,623
29738,785,8,8
29739,147,553,147
29740,204,104,204
29741,764,665,764
29742,491,692,692
29743,594,481,481
29744,431,622,622
29745,671,585,585
29746,392,267,392
29747,41,579,579
29748,410,120,410
29749,438,455,438
29750,127,468,127
29751,361,222,361
29752,336,407,336
29753,19,357,19
29754,84,487,487
29755,548,614,614
29756,721,252,721
29757,124,667,124
29758,180,682,682
29759,52,313,313
29760,148,487,148
29761,542,61,542
29762,224,14,224
29763,727,131,727
29764,548,435,548
29765,758,563,758
29766,639,665,665
29767,796,270,270
29768,81,609,609
29769,115,149,115
29770,200,313,313
29771,786,121,786
29772,600,327,327
29773,336,164,164
29774,754,231,754
29775,122,671,671
29776,519,657,519
29777,665,427,427
29778,273,744,273
29779,26,293,26
29780,546,491,546
29781,174,599,174
29782,381,270,270
29783,111,670,670
29784,486,554,554
29785,56,736,56
29786,695,557,557
29787,558,75,75
29788,705,35,705
29789,13,275,275
29790,173,709,709
29791,557,773,557
29792,752,67,67
29793,415,623,623
29794,335,24,24
29795,495,515,495
29796,797,455,797
29797,716,747,747
29798,70,416,70
29799,379,297,379
29800,503,263,263
29801,75,47,47
29802,495,470,495
29803,349,678,349
29804,264,13,264
29805,471,86,471
29806,152,221,152
29807,469,639,469
29808,382,603,603
29809,22,145,22
29810,460,332,332
29811,759,281,759
29812,274,672,274
29813,476,113,476
29814,687,127,127
29815,385,497,497
29816,355,415,415
29817,412,706,706
29818,39,559,39
29819,592,724,724
29820,540,428,540
29821,173,23,23
29822,418,68,418
29823,134,769,134
29824,277,675,277
29825,26,478,478
29826,564,378,564
29827,788,170,170
29828,798,210,798
29829,561,105,561
29830,604,602,604
29831,753,317,317
29832,600,320,600
29833,305,477,477
29834,128,304,128
29835,199,119,119
29836,16,554,554
29837,63,82,63
29838,223,310,223
29839,652,430,430
29840,732,593,732
29841,124,748,748
29842,126,691,691
29843,3,179,3
29844,625,327,327
29845,312,30,30
29846,535,741,535
29847,693,93,93
29848,140,27,140
29849,487,117,117
29850,424,121,424
29851,464,700,700
29852,798,145,145
29853,610,570,570
29854,399,463,463
29855,205,776,205
29856,413,670,413
29857,417,195,417
29858,7,640,7
29859,444,168,444
29860,448,163,163
29861,521,124,521
29862,369,351,369
29863,560,285,560
29864,107,532,532
29865,239,388,388
29866,446,531,531
29867,53,177,177
29868,329,160,160
29869,408,363,408
29870,63,786,786
29871,502,131,131
29872,485,609,609
29873,84,77,84
29874,584,637,637
29875,527,673,527
29876,687,305,687
29877,704,465,704
29878,172,680,172
29879,776,575,575
29880,385,613,613
29881,688,490,490
29882,780,133,133
29883,39,516,516
29884,95,588,588
29885,765,718,718
29886,204,510,204
29887,546,309,546
29888,99,640,99
29889,244,123,244
29890,354,495,495
29891,725,451,725
29892,406,480,406
29893,798,525,525
29894,117,492,492
29895,777,602,777
29896,389,202,202
29897,656,756,756
29898,505,548,505
29899,380,706,706
29900,70,790,790
29901,468,204,204
29902,407,433,407
29903,740,347,740
29904,268,191,268
29905,357,416,357
29906,238,498,498
29907,702,626,702
29908,592,344,344
29909,318,689,689
29910,558,431,431
29911,491,578,491
29912,543,513,513
29913,275,169,275
29914,386,278,278
29915,470,310,310
29916,284,776,284
29917,366,708,708
29918,331,153,153
29919,632,617,632
29920,495,55,495
29921,276,690,276
29922,785,374,785
29923,762,171,171
29924,255,672,255
29925,27,671,671
29926,363,28,28
29927,521,636,521
29928,714,675,714
29929,685,347,347
29930,192,94,192
29931,544,20,20
29932,137,505,505
29933,793,149,793
29934,750,686,686
29935,132,616,616
29936,159,409,409
29937,579,768,768
29938,374,734,374
29939,298,179,179
29940,226,103,103
29941,710,748,748
29942,206,752,752
29943,63,591,63
29944,527,753,527
29945,156,725,156
29946,470,450,450
29947,591,191,591
29948,581,117,581
29949,736,361,736
29950,219,772,772
29951,104,687,687
29952,303,571,303
29953,123,699,699
29954,558,783,783
29955,219,697,697
29956,241,91,91
29957,726,752,752
29958,335,320,320
29959,496,82,82
29960,647,621,647
29961,390,458,458
29962,391,318,391
29963,283,142,142
29964,730,269,269
29965,734,590,590
29966,467,376,467
29967,750,276,276
29968,788,42,42
29969,39,473,473
29970,668,616,616
29971,162,653,162
29972,428,704,704
29973,756,753,756
29974,693,752,752
29975,462,788,462
29976,325,276,276
29977,604,19,19
29978,113,308,308
29979,29,173,29
29980,595,521,595
29981,258,662,258
29982,31,6,31
29983,515,535,535
29984,219,438,438
29985,784,492,492
29986,283,22,22
29987,683,65,65
29988,107,380,380
29989,490,446,490
29990,560,320,320
29991,206,539,206
29992,670,412,670
29993,278,527,527
29994,523,620,523
29995,400,455,455
29996,318,725,725
29997,211,15,211
29998,592,517,517
29999,105,788,788
30000,475,200,475
30001,459,310,459
30002,377,193,193
30003,691,451,451
30004,134,8,8
30005,241,370,370
30006,273,614,614
30007,731,386,731
30008,440,542,542
30009,117,213,213
30010,192,659,659
30011,427,525,427
30012,42,707,42
30013,564,287,287
30014,433,558,558
30015,402,781,781
30016,215,564,564
30017,274,380,274
30018,645,406,406
30019,42,620,42
30020,760,427,427
30021,403,464,403
30022,418,591,418
30023,345,315,345
30024,255,709,709
30025,582,186,582
30026,766,641,766
30027,282,755,282
30028,488,773,773
30029,402,639,402
30030,83,683,683
30031,148,474,474
30032,314,435,314
30033,524,696,524
30034,73,415,415
30035,563,608,608
30036,401,135,135
30037,798,530,530
30038,307,406,307
30039,211,409,409
30040,260,546,546
30041,237,615,615
30042,208,105,105
30043,665,523,523
30044,289,93,93
30045,432,163,432
30046,533,166,166
30047,517,696,696
30048,651,730,651
30049,421,504,421
30050,341,321,341
30051,551,436,551
30052,678,11,11
30053,167,711,711
30054,791,777,777
30055,330,142,142
30056,638,522,522
30057,583,459,583
30058,254,258,254
30059,625,360,625
30060,505,132,132
30061,325,218,325
30062,507,142,142
30063,695,476,476
30064,311,210,311
30065,39,286,286
30066,761,777,777
30067,1,533,533
30068,41,211,211
30069,369,727,727
30070,644,487,487
30071,49,447,49
30072,243,323,243
30073,501,690,690
30074,149,615,615
30075,543,762,543
30076,452,677,677
30077,682,21,682
30078,326,682,682
30079,459,401,401
30080,354,447,354
30081,368,109,109
30082,548,204,204
30083,764,415,764
30084,794,758,794
30085,669,226,226
30086,400,267,267
30087,721,77,721
30088,294,305,305
30089,76,371,371
30090,376,384,384
30091,427,504,427
30092,578,149,149
30093,334,461,334
30094,216,13,216
30095,269,462,269
30096,633,113,633
30097,100,246,100
30098,769,682,682
30099,495,289,495
30100,539,638,539
30101,662,762,662
30102,238,505,505
30103,505,503,503
30104,247,726,726
30105,297,372,372
30106,532,652,532
30107,360,337,337
30108,301,455,455
30109,760,591,760
30110,53,625,625
30111,496,764,496
30112,68,715,715
30113,368,651,651
30114,536,541,541
30115,312,95,95
30116,299,254,254
30117,355,316,316
30118,416,444,444
30119,387,709,709
30120,528,118,528
30121,475,708,708
30122,409,532,409
30123,290,30,30
30124,23,433,23
30125,462,446,446
30126,748,529,748
30127,753,117,117
30128,87,789,87
30129,627,750,750
30130,403,175,175
30131,360,86,86
30132,49,368,368
30133,96,221,221
30134,764,52,764
30135,104,124,124
30136,4,460,460
30137,583,633,583
30138,19,488,19
30139,496,478,478
30140,553,796,553
30141,117,507,507
30142,788,498,788
30143,619,262,262
30144,374,158,158
30145,309,664,664
30146,728,603,603
30147,315,692,692
30148,703,316,316
30149,404,699,699
30150,384,427,427
30151,220,328,328
30152,22,366,366
30153,780,232,232
30154,685,222,222
30155,136,602,136
30156,187,270,270
30157,280,23,23
30158,98,264,264
30159,420,458,420
30160,336,484,484
30161,364,381,364
30162,335,532,532
30163,330,590,590
30164,361,197,361
30165,174,492,174
30166,648,698,648
30167,153,451,153
30168,535,455,535
30169,199,722,722
30170,450,356,450
30171,672,434,672
30172,169,41,169
30173,85,160,85
30174,124,238,124
30175,193,354,193
30176,620,442,442
30177,589,330,589
30178,396,754,396
30179,564,542,542
30180,135,73,135
30181,759,463,463
30182,348,385,348
30183,255,227,227
30184,734,237,734
30185,385,224,385
30186,41,317,317
30187,54,515,515
30188,170,443,443
30189,767,270,270
30190,535,95,535
30191,536,304,536
30192,126,499,499
30193,335,304,335
30194,461,363,461
30195,484,676,484
30196,134,487,487
30197,155,143,155
30198,126,798,798
30199,636,289,636
30200,430,125,430
30201,198,484,484
30202,296,136,136
30203,444,286,444
30204,773,698,773
30205,44,501,44
30206,103,502,103
30207,426,712,712
30208,16,504,16
30209,620,427,427
30210,177,455,177
30211,630,35,630
30212,769,140,769
30213,207,318,207
30214,790,31,790
30215,779,471,471
30216,562,496,496
30217,759,264,264
30218,412,17,17
30219,4,550,550
30220,389,714,714
30221,663,343,663
30222,634,385,634
30223,93,449,93
30224,629,741,629
30225,738,166,166
30226,126,757,126
30227,481,580,481
30228,469,393,469
30229,63,758,63
30230,396,8,8
30231,288,248,288
30232,667,486,486
30233,249,3,249
30234,800,70,70
30235,456,701,701
30236,426,87,426
30237,269,470,269
30238,200,624,200
30239,613,293,613
30240,561,455,455
30241,57,496,496
30242,779,290,779
30243,175,470,175
30244,197,61,61
30245,167,548,548
30246,333,175,175
30247,534,723,534
30248,232,222,232
30249,493,739,739
30250,676,274,676
30251,141,637,141
30252,719,374,719
30253,773,582,773
30254,165,490,165
30255,244,405,405
30256,39,43,43
30257,776,499,499
30258,696,446,446
30259,282,373,373
30260,330,305,305
30261,490,52,490
30262,614,450,614
30263,120,615,615
30264,94,636,636
30265,214,146,214
30266,623,451,623
30267,653,456,456
30268,740,545,545
30269,695,577,695
30270,341,446,341
30271,423,712,712
30272,9,475,9
30273,710,188,710
30274,203,744,744
30275,165,45,165
30276,368,358,368
30277,126,452,126
30278,214,124,214
30279,23,330,23
30280,94,182,94
30281,770,515,770
30282,65,428,428
30283,565,360,565
30284,523,542,542
30285,198,700,700
30286,287,271,271
30287,594,601,601
30288,321,740,740
30289,227,26,26
30290,536,114,114
30291,538,82,538
30292,722,180,722
30293,271,489,271
30294,536,61,536
30295,179,105,179
30296,784,448,448
30297,672,344,344
30298,622,741,622
30299,384,533,533
30300,553,244,553
30301,377,783,377
30302,47,415,47
30303,611,364,611
30304,596,95,95
30305,229,120,229
30306,227,627,227
30307,415,731,731
30308,730,547,547
30309,557,264,557
30310,246,792,792
30311,313,624,624
30312,324,97,97
30313,100,150,100
30314,305,756,756
30315,491,522,522
30316,784,175,175
30317,451,293,451
30318,713,588,588
30319,272,382,272
30320,568,95,568
30321,359,531,531
30322,674,5,674
30323,430,268,430
30324,651,36,36
30325,86,537,537
30326,659,138,138
30327,662,420,420
30328,366,110,110
30329,610,276,276
30330,652,368,368
30331,500,103,103
30332,708,522,522
30333,163,410,163
30334,145,625,625
30335,107,35,107
30336,751,783,751
30337,623,299,623
30338,557,379,557
30339,767,440,440
30340,311,734,311
30341,580,305,580
30342,752,193,193
30343,249,60,249
30344,80,398,398
30345,773,362,362
30346,71,206,71
30347,734,399,734
30348,97,477,477
30349,77,667,77
30350,235,443,443
30351,16,651,651
30352,586,408,408
30353,381,601,381
30354,475,723,475
30355,578,53,53
30356,704,156,704
30357,105,190,105
30358,348,312,348
30359,352,664,664
30360,53,126,53
30361,400,658,658
30362,635,233,635
30363,799,329,799
30364,132,174,132
30365,657,192,192
30366,625,585,625
30367,579,689,689
30368,228,290,228
30369,450,384,384
30370,507,189,507
30371,254,411,254
30372,768,762,768
30373,363,283,283
30374,91,352,352
30375,275,461,461
30376,533,511,533
30377,355,361,361
30378,515,30,30
30379,774,145,145
30380,67,764,67
30381,30,501,30
30382,195,81,195
30383,751,216,216
30384,748,678,748
30385,791,589,791
30386,517,129,129
30387,54,452,452
30388,8,443,8
30389,599,737,737
30390,380,660,660
30391,315,441,441
30392,133,709,133
30393,199,785,785
30394,449,6,6
30395,647,106,647
30396,118,397,397
30397,685,798,798
30398,401,635,635
30399,135,126,135
30400,501,99,99
30401,45,575,575
30402,107,484,484
30403,94,141,141
30404,452,225,225
30405,122,486,486
30406,756,569,756
30407,634,124,124
30408,586,11,11
30409,134,260,134
30410,642,307,307
30411,566,67,67
30412,283,30,30
30413,584,105,105
30414,550,79,550
30415,61,601,61
30416,576,339,339
30417,531,568,568
30418,335,708,708
30419,511,597,597
30420,729,744,729
30421,601,713,713
30422,586,786,586
30423,710,506,710
30424,592,292,592
30425,3,170,3
30426,729,588,588
30427,692,607,692
30428,92,493,92
30429,540,310,540
30430,698,98,698
30431,210,219,219
30432,496,531,531
30433,537,787,537
30434,368,450,368
30435,318,732,732
30436,84,277,84
30437,146,770,146
30438,757,284,284
30439,482,460,482
30440,339,246,339
30441,278,405,405
30442,194,790,194
30443,201,91,91
30444,200,310,200
30445,728,305,728
30446,489,170,170
30447,683,548,548
30448,461,208,461
30449,392,572,572
30450,189,289,289
30451,468,445,468
30452,315,651,651
30453,458,532,532
30454,432,798,798
30455,213,303,303
30456,140,690,690
30457,172,230,172
30458,457,338,338
30459,718,346,718
30460,25,568,568
30461,312,215,215
30462,435,650,650
30463,184,197,184
30464,628,309,628
30465,308,725,725
30466,571,736,736
30467,280,688,280
30468,798,397,397
30469,318,149,149
30470,629,717,717
30471,272,84,272
30472,164,591,164
30473,722,312,722
30474,157,554,554
30475,713,606,606
30476,714,726,714
30477,742,480,480
30478,325,76,325
30479,569,741,569
30480,652,158,158
30481,222,237,222
30482,713,331,713
30483,366,380,366
30484,153,288,288
30485,57,604,57
30486,347,762,347
30487,760,129,129
30488,156,590,590
30489,609,619,619
30490,478,701,701
30491,498,383,498
30492,550,785,550
30493,101,582,101
30494,629,290,629
30495,584,293,584
30496,540,714,540
30497,714,163,163
30498,454,640,454
30499,229,313,313
30500,441,379,441
30501,3,501,3
30502,150,547,547
30503,642,418,418
30504,539,91,539
30505,723,170,723
30506,485,416,416
30507,103,490,490
30508,3,44,44
30509,446,609,446
30510,49,737,737
30511,226,230,230
30512,718,786,786
30513,212,139,139
30514,209,731,209
30515,564,750,750
30516,308,408,308
30517,587,98,587
30518,102,382,102
30519,733,381,381
30520,341,328,328
30521,695,130,130
30522,275,163,163
30523,399,115,115
30524,673,792,792
30525,432,532,532
30526,580,228,228
30527,45,413,413
30528,605,779,605
30529,427,304,427
30530,68,430,430
30531,541,742,541
30532,789,485,789
30533,40,703,703
30534,336,435,336
30535,333,169,169
30536,273,249,249
30537,128,464,128
30538,490,377,490
30539,698,272,272
30540,546,232,546
30541,163,779,163
30542,520,626,626
30543,571,452,571
30544,302,158,158
30545,681,545,545
30546,57,572,57
30547,332,512,332
30548,61,210,61
30549,557,25,557
30550,339,80,339
30551,385,604,604
30552,695,308,308
30553,595,564,595
30554,350,716,350
30555,429,535,429
30556,791,615,791
30557,599,360,599
30558,676,738,676
30559,97,342,97
30560,798,579,798
30561,481,391,481
30562,344,292,344
30563,148,666,148
30564,399,704,704
30565,73,461,461
30566,201,362,362
30567,622,373,373
30568,429,345,429
30569,530,475,475
30570,89,484,484
30571,279,7,7
30572,677,724,677
30573,158,274,158
30574,199,449,449
30575,268,552,552
30576,490,72,72
30577,141,384,141
30578,315,199,199
30579,202,118,202
30580,720,452,720
30581,560,19,19
30582,117,380,380
30583,762,1,1
30584,412,219,219
30585,624,592,592
30586,422,537,422
30587,278,239,278
30588,629,443,629
30589,590,168,590
30590,642,395,642
30591,120,461,461
30592,321,472,472
30593,470,565,565
30594,375,158,158
30595,77,636,77
30596,184,752,752
30597,734,160,160
30598,548,480,480
30599,766,438,766
30600,385,484,484
30601,243,591,591
30602,687,502,687
30603,268,362,362
30604,164,507,164
30605,18,164,164
30606,712,695,712
30607,213,25,25
30608,224,350,350
30609,704,720,704
30610,320,24,24
30611,350,215,350
30612,226,773,773
30613,727,482,727
30614,550,331,550
30615,191,234,234
30616,596,699,699
30617,169,733,169
30618,257,506,257
30619,75,444,444
30620,735,218,735
30621,232,333,232
30622,470,171,171
30623,569,567,569
30624,280,142,280
30625,61,424,424
30626,702,227,702
30627,463,343,343
30628,435,186,186
30629,234,332,234
30630,307,766,766
30631,461,62,62
30632,785,558,785
30633,65,284,65
30634,779,530,530
30635,755,793,793
30636,55,170,55
